end,start,task,text,video_id
224,193,205,place basil onto the pizza,KCIGy7lt_Og
252,232,205,place tomatoes on top of the pizza,KCIGy7lt_Og
257,252,205,cook the pizza in the oven,KCIGy7lt_Og
46,42,110,put eggs in boiling water,1mB0G1AwUPg
90,75,110,crush the garlic,1mB0G1AwUPg
103,99,110,sprinkle some salt on the garlic,1mB0G1AwUPg
112,107,110,pour some olive oil in a bowl,1mB0G1AwUPg
143,115,110,crack eggs into the bowl,1mB0G1AwUPg
156,145,110,whisk the mixture in the bowl,1mB0G1AwUPg
165,160,110,add lemon juice to the bowl,1mB0G1AwUPg
197,182,110,add chopped garlic some salt and pepper to the bowl and whisk the mixture,1mB0G1AwUPg
212,204,110,chop the fish,1mB0G1AwUPg
240,216,110,break some lettuce and add cheese on top,1mB0G1AwUPg
269,246,110,pour the mixture on the lettuce and toss the salad,1mB0G1AwUPg
37,18,116,add warm water sugar olive oil salt and yeast to a bowl and stir,dkvHu_2X9rs
49,38,116,add flour parmesan cheese and italian seasoning to a bowl and mix,dkvHu_2X9rs
67,50,116,add the wet ingredients to the bowl mix and cover when finished,dkvHu_2X9rs
80,73,116,transfer the dough to a lightly floured surface and knead by hand,dkvHu_2X9rs
99,82,116,cut the dough with a knife in two halves and roll each half into a flat surface,dkvHu_2X9rs
122,100,116,place the dough on a hot grill and flip,dkvHu_2X9rs
132,123,116,transfer the crust to a baking sheet and spread with olive oil,dkvHu_2X9rs
179,133,116,add sliced tomatoes basil parmesan cheese mozzarella cheese turkey pepperoni cream cheese and olives to the crust,dkvHu_2X9rs
197,185,116,add brown sugar and balsamic vinegar to a pan and boil,dkvHu_2X9rs
211,199,116,garnish the baked pizza with parsley and drizzle with the balsamic vinegar sauce,dkvHu_2X9rs
74,68,208,boil potatoes in water,cDk1MIsIiQ4
81,75,208,mash the potatoes,cDk1MIsIiQ4
160,91,208,add mustard cheese tarragon garlic to potatoes and mash together,cDk1MIsIiQ4
220,161,208,fry the sausages in a pan,cDk1MIsIiQ4
238,221,208,remove sausages from the pan,cDk1MIsIiQ4
309,240,208,fry onions with garlic seasoning mushrooms in the same pan,cDk1MIsIiQ4
342,310,208,pour cream and cheese into the pan and stir,cDk1MIsIiQ4
365,343,208,place everything onto a plate,cDk1MIsIiQ4
140,68,301,soak the chicken cubes with egg white corn starch and soy sauce,YLmAvKNX0mI
162,141,301,chop the chinese green onions,YLmAvKNX0mI
195,160,301,add sugar starch and soy sauce and stir,YLmAvKNX0mI
250,202,301,fry the chicken in oil for 2 minutes,YLmAvKNX0mI
300,260,301,stir fry ginger garlic peppers homemade pepper for about 30 seconds,YLmAvKNX0mI
355,301,301,add the chicken and chopped chinese green onion and stir fry,YLmAvKNX0mI
384,356,301,add the prepared sauce and stir fry it for one minute,YLmAvKNX0mI
398,385,301,add peanuts and serve,YLmAvKNX0mI
57,53,202,add oil to warm skillet,5nLKfQjYPIc
97,76,202,add chopped onion carrots and zucchini to the skillet,5nLKfQjYPIc
147,98,202,mix contents of pan together,5nLKfQjYPIc
164,149,202,mix vegetables with beans and tomato soup,5nLKfQjYPIc
31,26,418,heat some oil in a pan,QuHIxCOkTAo
43,32,418,add cumin seeds and roasted red chili,QuHIxCOkTAo
54,50,418,add black cumin seeds to the pan,QuHIxCOkTAo
91,65,418,add chopped white onion to the pan,QuHIxCOkTAo
181,118,418,add mixed spices to the pan and stir,QuHIxCOkTAo
229,182,418,add tomato paste to the pan and mix the ingredients,QuHIxCOkTAo
248,234,418,add water to the pan and keep it being heated,QuHIxCOkTAo
327,256,418,grind peanuts and the mixture in a blender,QuHIxCOkTAo
362,334,418,add beans to the mixture,QuHIxCOkTAo
394,371,418,season the mixture with coriander leaves,QuHIxCOkTAo
162,157,319,prepare some steamed rice using a rice cooker,wHDZkh-21G0
181,164,319,boil and rinse spinach and pour sesame oil and salt on top,wHDZkh-21G0
270,211,319,stir fry all the prepared vegetables with oil and salt,wHDZkh-21G0
292,283,319,fry an egg in a pan,wHDZkh-21G0
363,315,319,combine the steamed rice the vegetables and the fried egg,wHDZkh-21G0
132,118,106,prepare some boiled macaroni in a bowl and season with butter and olive oil,UHmKlQ2OkTM
180,148,106,add a little bit sea salt pepper granulated garlic and old bay to the macaroni,UHmKlQ2OkTM
200,185,106,stir the macaroni up until it is seasoned well and set it aside,UHmKlQ2OkTM
253,221,106,add some butter to a heated sauce pan,UHmKlQ2OkTM
290,254,106,add 1 large cup flour  keep whisking it and add more butter,UHmKlQ2OkTM
317,290,106,pour in some milk while whisking,UHmKlQ2OkTM
368,346,106,add some cheese and keeps whisking until it starts to melt,UHmKlQ2OkTM
380,369,106,add a little bit more milk,UHmKlQ2OkTM
430,402,106,add sea salt and black pepper and pour in the pasta,UHmKlQ2OkTM
440,435,106,whisk it to coat the macaroni well,UHmKlQ2OkTM
521,468,106,put the coated macaroni in a baking dish,UHmKlQ2OkTM
673,585,106,mix crushed butter garlic crouton melted butter cheese and put on top,UHmKlQ2OkTM
54,50,311,line baking pan with plastic wrap,EzGGJLGgSl8
84,55,311,add salt and salmon slice on top,EzGGJLGgSl8
125,85,311,chop an onion,EzGGJLGgSl8
149,145,311,unwrap the salmon and rinse the salmon,EzGGJLGgSl8
198,181,311,slice lemon and squeeze juice onto the salmon,EzGGJLGgSl8
305,235,311,slice salmon and place on top of the onion,EzGGJLGgSl8
100,75,303,cut the tofu into cubes,pYbA5YOcnIo
163,117,303,slice the scallion into small pieces,pYbA5YOcnIo
181,176,303,add oil to the wok,pYbA5YOcnIo
243,234,303,add the pork to the wok,pYbA5YOcnIo
345,333,303,add tofu to the wok,pYbA5YOcnIo
384,367,303,add water to the wok,pYbA5YOcnIo
420,393,303,add the sauce packet to the wok,pYbA5YOcnIo
518,489,303,mix potato starch with water and add it to the wok,pYbA5YOcnIo
587,576,303,top the dish with green onion,pYbA5YOcnIo
69,55,226,slice the green onion into small pieces,d2askKEBmKo
83,69,226,dice the radish and cucumber into small pieces,d2askKEBmKo
100,86,226,cut the stems off the parsley and chop finely,d2askKEBmKo
120,103,226,cut the lettuce lengthwise and then chop,d2askKEBmKo
128,120,226,dice the tomato into small pieces,d2askKEBmKo
151,147,226,squeeze a lemon and add the juice to the salad,d2askKEBmKo
165,151,226,add sumac pomegranate molasses salt olive oil to the salad and toss,d2askKEBmKo
176,174,226,top the salad with pita bread pieces,d2askKEBmKo
103,87,124,crush the potato chips,APQ_KEVYbBw
126,106,124,boil the sausages in water and steam the bread,APQ_KEVYbBw
154,129,124,place the sausage and the toppings in the bun,APQ_KEVYbBw
183,155,124,drizzle sauce on the hot dog,APQ_KEVYbBw
34,33,216,heat up the grill,PPWGxMrCKHo
47,35,216,place the on the grate over the outer ring of charcoal or on the 2nd tier of a gas grill,PPWGxMrCKHo
60,48,216,turn the brats occasionally to cook them on all sides evenly for 20  30 minutes without burning them,PPWGxMrCKHo
75,66,216,serve them with condiments like ketchup sauerkraut sour cream or mustard,PPWGxMrCKHo
49,43,401,cut the boneless skinless chicken breast into pieces,MgxOW8WLXh0
77,51,401,add some cooking oil onions ginger and garlic and saute,MgxOW8WLXh0
92,79,401,add cut chicken breast to it and stir,MgxOW8WLXh0
124,95,401,add curry powder red pepper flakes some salt pepper and tomatoes and stir fry,MgxOW8WLXh0
138,125,401,add coconut milk,MgxOW8WLXh0
162,156,401,add the cilantro and lemon juice,MgxOW8WLXh0
80,71,229,add ground onions into ground chickpea,2lHFKR2r65U
93,87,229,add the mixture of ground cilantro ginger garlic green chili paste,2lHFKR2r65U
120,104,229,add some sesame seeds coriander powder cumin powder salt and baking soda,2lHFKR2r65U
138,124,229,fold the mixture in a bowl,2lHFKR2r65U
161,155,229,shape the mixture into round balls with hand,2lHFKR2r65U
175,165,229,coat the balls with flour,2lHFKR2r65U
215,184,229,fry the balls until brown,2lHFKR2r65U
50,8,316,take 1/3 pot of water and heat it on high add finely grated ginger and let it boil,xAbBPXAnYvw
95,51,316,peel wash and cut burdock root into small pieces and add it to the boiling water,xAbBPXAnYvw
113,102,316,peel and grate daikon root turn heat to low,xAbBPXAnYvw
150,114,316,slice the kale finely and cut the broccoli,xAbBPXAnYvw
232,160,316,add almond butter to the boiling pot of water stir add kale broccoli daikon root and seaweed and boil,xAbBPXAnYvw
370,252,316,add miso paste to the pot switch off the flame and stir to dissolve the miso paste,xAbBPXAnYvw
58,44,122,add 4 chopped tomatoes with 1 cup water in a pan,FeUEV0a6I5I
75,61,122,add the bayleaf peppercorns and mix well,FeUEV0a6I5I
87,79,122,cook on a medium flame for 8 to 10 minutes while stirring occasionally,FeUEV0a6I5I
103,91,122,remove the bayleaf and let the mixture cool completely,FeUEV0a6I5I
157,107,122,blend the mixture in a mixer till smooth and strain it using a strainer,FeUEV0a6I5I
198,165,122,heat some butter in an empty pan add the plain flour and saute on medium flame for 1 minute,FeUEV0a6I5I
231,200,122,add the prepared tomato mixture 1 cup of water tomato puree,FeUEV0a6I5I
272,235,122,add sugar salt pepper powder and fresh cream,FeUEV0a6I5I
291,273,122,mix well and cook on a medium flame for 2 minutes while stirring occasionally,FeUEV0a6I5I
330,295,122,garnish with fresh cream and serve hot with bread croutons,FeUEV0a6I5I
303,273,412,saute garlic in oil,HWdaqQP5460
337,303,412,break one egg on the pan and scramble the egg,HWdaqQP5460
367,337,412,add rice crab soy sauce fish sauce sugar and white pepper,HWdaqQP5460
439,426,412,add onion to the rice and mix the rice,HWdaqQP5460
38,29,213,turn the pan heat on a low flame put butter in and melt,z4vmfgk1My8
96,43,213,spread dijon mustard on the bread top with pieces of cheese ham and the other slice of bread,z4vmfgk1My8
128,99,213,crack an egg in a bowl add some milk little bit of salt and ground pepper and whisk the mixture,z4vmfgk1My8
138,129,213,spread the melted butter thoroughly on the pan,z4vmfgk1My8
153,143,213,take the bread sandwich dip it in the beaten mixture and coat it nicely on both the sides,z4vmfgk1My8
166,159,213,put the soaked bread into the pan and cook until it gets golden browned on both the sides,z4vmfgk1My8
185,172,213,once the sandwich is cooked turn off the heat take it out cut it into 2 equal pieces and serve,z4vmfgk1My8
93,62,224,cut the fat off of the veal,olwrZ-zMOqU
198,97,224,pound the meat with a mallet,olwrZ-zMOqU
255,236,224,break and egg into a bowl and add milk and soy sauce,olwrZ-zMOqU
410,330,224,coat the veal in flour the egg mixture,olwrZ-zMOqU
528,511,224,place the veal onto a pan of hot oil,olwrZ-zMOqU
570,561,224,place the veal from the pan onto a paper towel,olwrZ-zMOqU
594,585,224,place a piece of butter on the veal,olwrZ-zMOqU
62,34,109,add buttermilk chilli powder and cayenne pepper to a bowl and stir,X19GtsFLeUU
84,68,109,take 15 chicken wings on a plate add salt to taste,X19GtsFLeUU
106,85,109,pour the marinate mixture on top of the wings mix it and refridgerate,X19GtsFLeUU
145,128,109,dredge the chicken wings in the bowl of flour to cover it,X19GtsFLeUU
198,165,109,deep fry the flour coated wings in oil at 350 degrees for 3-5 mins,X19GtsFLeUU
235,209,109,place the wings in bowl pour buffalo hot sauce on them toss and serve with celery sticks,X19GtsFLeUU
74,57,124,fry some sausages on a pan and roll some bread out,d-Hwbg0PrNk
88,76,124,season the bread with herbs salt flour and paprika,d-Hwbg0PrNk
108,92,124,put some mustard and ketchup and some shredded cheese on it and spread that out,d-Hwbg0PrNk
120,109,124,put the half cooked sausages on the bread and roll them up,d-Hwbg0PrNk
143,125,124,put the rolls back to the pan add some butter and cook until the bread surface is brown,d-Hwbg0PrNk
48,35,211,boil peeled potatoes in water,7PATXwoKFeI
71,57,211,cook the bacon on a large skillet until evenly brown,7PATXwoKFeI
90,76,211,drain the bacon and tear it into small pieces,7PATXwoKFeI
121,96,211,cook the finely chopped cabbage and onion in the same skillet,7PATXwoKFeI
138,123,211,drain the potatoes and return it to the sauce pan,7PATXwoKFeI
162,139,211,add milk salt and pepper to it and mash it well,7PATXwoKFeI
183,167,211,add the bacon cabbage and onions to the mashed potatoes,7PATXwoKFeI
220,184,211,mix everything together and pour some melted butter in center,7PATXwoKFeI
117,60,324,boil some water in a pot,CtAJhyW0j_M
265,158,324,add stock seaweed flakes and a beaten egg,CtAJhyW0j_M
328,322,324,add a chunk of udon noodles into the soup,CtAJhyW0j_M
410,339,324,boil until the noodles are soft,CtAJhyW0j_M
60,57,403,pour boiling water into a bowl of noodles,XrhAUrmnjaA
68,60,403,slice the chicken,XrhAUrmnjaA
91,85,403,add soy sauce to the chicken,XrhAUrmnjaA
104,91,403,slice the bell pepper,XrhAUrmnjaA
125,119,403,slice the green onion,XrhAUrmnjaA
144,132,403,peel and grate the ginger,XrhAUrmnjaA
151,144,403,chop the chili pepper and garlic,XrhAUrmnjaA
190,155,403,add soy sauce fish sauce sugar tamarind puree and chili sauce to a bowl,XrhAUrmnjaA
203,192,403,add oil garlic chili and ginger to the wok,XrhAUrmnjaA
219,213,403,add the chicken to the wok,XrhAUrmnjaA
244,239,403,add the bell peppers to the pan,XrhAUrmnjaA
256,250,403,cook the egg in the wok,XrhAUrmnjaA
274,256,403,add the noodles sauce sprouts peanuts and shallots to the wok,XrhAUrmnjaA
133,85,230,add red wine tomato paste olive oil and red wine vinegar to a bowl and whisk,IsyVAXuaCC8
161,133,230,add garlic and onion and mix,IsyVAXuaCC8
177,161,230,add in spices and mix,IsyVAXuaCC8
221,197,230,mix the meat with the marinade,IsyVAXuaCC8
258,251,230,melt butter in a pan,IsyVAXuaCC8
325,286,230,break noodles into pieces and mix with the butter,IsyVAXuaCC8
375,338,230,add rice and water,IsyVAXuaCC8
456,380,230,stack meat onion tomato and green pepper on the skewer,IsyVAXuaCC8
515,482,230,grill the kabobs,IsyVAXuaCC8
565,526,230,scoop the rice onto the plate and place kabobs on top,IsyVAXuaCC8
30,7,419,add flour baking powder sugar and salt to a bowl and mix,VwBJ230pjSk
41,34,419,pour a beaten egg into the bowl,VwBJ230pjSk
76,43,419,mix yeast with water and wait until yeast becomes active,VwBJ230pjSk
120,89,419,pour milk and oil to the bowl and mix,VwBJ230pjSk
151,129,419,pour the yeast into the bowl and mix,VwBJ230pjSk
224,203,419,flatten out the balls of dough and roll,VwBJ230pjSk
256,244,419,place the dough onto a hot pan,VwBJ230pjSk
275,272,419,flip the naan to the other side,VwBJ230pjSk
24,15,230,cut the beef in to 1 inch cubes,p_UKXct35jY
44,29,230,mix tsp salt 2 tsp brown sugar tsp lemon zest tsp cumin powder tsp paprika  tsp pepper tsp coriander powder,p_UKXct35jY
52,45,230,add 1/3 cup olive oil 2 tsp of tomato paste 5 finely chopped garlic cloves to and whisk to combine,p_UKXct35jY
55,53,230,transfer cup of marinate mixture to ziplock bag and add the beef keep the leftover marinate mixture in the bowl,p_UKXct35jY
60,56,230,massage the marinate with hands,p_UKXct35jY
64,61,230,cut off 1 lbs summer squash and 1 onion into 1 inch pieces,p_UKXct35jY
67,65,230,cut 8 ounces of cremini mushrooms,p_UKXct35jY
87,83,230,add all the vegetables to the leftover mixture and toss them around to mix well until they are coated,p_UKXct35jY
89,88,230,heat the grill medium high,p_UKXct35jY
94,90,230,thread the marinated beef and vegetables on to 10  12 inches skewers separately,p_UKXct35jY
119,113,230,put the skewers on to the grill close the grill and cook turning the skewers every 2  3 minutes,p_UKXct35jY
128,120,230,take the beef skewers off when they are lightly charred allover,p_UKXct35jY
133,130,230,cover the skewers loosely with foils to keep them warm,p_UKXct35jY
140,134,230,continue to cook the vegetable until they are charred all over,p_UKXct35jY
85,62,406,add meat sliced ginger and onions to water and boil for 30 minutes,nRageCYhbO8
101,87,406,boil noodles in pot until tender,nRageCYhbO8
119,108,406,drain noodles and rinse,nRageCYhbO8
132,123,406,remove meat and set aside,nRageCYhbO8
160,135,406,boil shrimp in new pot of water,nRageCYhbO8
221,163,406,slice pork and shrimp,nRageCYhbO8
244,223,406,soak rice paper in warm water,nRageCYhbO8
295,250,406,add shrimp lettuce bean sprouts mint leaves carrots cilantro cucumber noodles and pork to paper,nRageCYhbO8
314,296,406,roll up and fold edges,nRageCYhbO8
125,79,224,pound the veal,l2E5jHfAENY
144,136,224,coat the meat with the all purpose flour and shake off the excess flour,l2E5jHfAENY
160,145,224,dip the meat the egg wash,l2E5jHfAENY
184,161,224,coat the meat in the bread crumbs,l2E5jHfAENY
265,191,224,deep fry the schnitzel in olive oil,l2E5jHfAENY
280,266,224,take off the cooked schnitzel and drain the excess oil,l2E5jHfAENY
109,53,324,put some sesame oil in the pan and add chopped carrots mushrooms snap peas and sprouts and saute the vegetables,MQxsZgxODww
166,109,324,add chinese cabbage and add vegetable broth to the pan,MQxsZgxODww
193,166,324,add precooked noodles to the broth and cook the ingredients for sometime,MQxsZgxODww
218,193,324,pour the mixture in the bowl and add some enoki mushrooms on it,MQxsZgxODww
51,35,114,drizzle the garlic with olive oil and wrap with foil,DsKNKsXCLJw
65,60,114,bake the garlic in the oven,DsKNKsXCLJw
85,65,114,peel the potatoes,DsKNKsXCLJw
105,85,114,cut the potatoes into quarters,DsKNKsXCLJw
114,105,114,put the potatoes in a large pot,DsKNKsXCLJw
125,114,114,cover the potatoes with water,DsKNKsXCLJw
146,132,114,boil the potatoes and drain them,DsKNKsXCLJw
165,154,114,add butter and milk to the potatoes,DsKNKsXCLJw
184,178,114,unwrap and cut the garlic,DsKNKsXCLJw
207,199,114,squeeze the garlic into the potatoes,DsKNKsXCLJw
223,208,114,mix the potatoes,DsKNKsXCLJw
237,228,114,sprinkle salt and pepper on top,DsKNKsXCLJw
110,107,406,soak dried mushrooms and dried noodles in warm water,Nn5CFx6fmG0
138,111,406,chop onion shallot and garlic together,Nn5CFx6fmG0
155,140,406,drain noodles mushrooms and crabmeat,Nn5CFx6fmG0
186,156,406,in large bowl mix all ingredients,Nn5CFx6fmG0
195,187,406,soften rice paper in warm water then place spoon full of filling in middle,Nn5CFx6fmG0
213,196,406,fold rice paper closed,Nn5CFx6fmG0
260,250,314,add soy sauce chicken stock sesame oil oyster sauce garlic powder salt sugar and water to a pot,ZazBiZ6ktfk
271,261,314,place the pot on a stove to heat,ZazBiZ6ktfk
300,290,314,place the noodles in a pot of boiling water,ZazBiZ6ktfk
315,301,314,pour the soup in a bowl and add the noodles,ZazBiZ6ktfk
340,320,314,place roast pork green onion egg chili pepper and nori in the soup,ZazBiZ6ktfk
104,85,401,roast cinnamon stick cloves green cardamom red chillies cumin seeds fennel seeds coriander seeds and poppy seeds,K6Uk5vNi1_Q
117,107,401,add in the the coconut and stir,K6Uk5vNi1_Q
180,173,401,heat the oil and add in the onions,K6Uk5vNi1_Q
186,183,401,salt the onions,K6Uk5vNi1_Q
265,219,401,add in the minced ginger and garlic turmeric powder curry leaves spice paste and red chili powder,K6Uk5vNi1_Q
298,294,401,add in the tomatoes,K6Uk5vNi1_Q
350,327,401,add in the chicken mix and cook,K6Uk5vNi1_Q
378,371,401,add salt and a squeeze of lime,K6Uk5vNi1_Q
399,391,401,add in water,K6Uk5vNi1_Q
30,19,224,pound out the meat with a mallet,aKgeBCbVGgQ
50,35,224,season the meat with salt and pepper,aKgeBCbVGgQ
59,52,224,crack an egg into a pan and whisk,aKgeBCbVGgQ
70,60,224,cover the meat in flour egg and breadcrumbs,aKgeBCbVGgQ
124,116,224,place the meat into a  pan of hot oil,aKgeBCbVGgQ
139,130,224,flip the meat over in the oil,aKgeBCbVGgQ
152,145,224,peel a potato and remove any dark spots,aKgeBCbVGgQ
159,153,224,place the potatoes into a pot of boiling water,aKgeBCbVGgQ
179,160,224,remove the potatoes from the water and grate into thin strips,aKgeBCbVGgQ
192,180,224,add flour and egg to the potatoes,aKgeBCbVGgQ
223,193,224,mix the potato flour and egg mixture and mix into a dough,aKgeBCbVGgQ
270,260,224,roll the dough into a ball,aKgeBCbVGgQ
298,285,224,place the dough balls into a pot of boiling water,aKgeBCbVGgQ
315,300,224,remove the dumplings from the water and place onto a plate and season with black pepper and basil,aKgeBCbVGgQ
18,6,127,add oil and shallots to a pan and fry until golden brown,t7PXWabFg0w
60,34,127,add beans and enchiladas sauce to the pan and stir,t7PXWabFg0w
76,61,127,bring to a boil and reduce the liquid,t7PXWabFg0w
128,100,127,place shredded cheese and then beans in the center of the tortilla,t7PXWabFg0w
142,129,127,tuck in the sides of the tortilla and then roll the burrito,t7PXWabFg0w
170,152,127,pour enchiladas sauce and shredded cheese on top,t7PXWabFg0w
186,170,127,place the burrito in the oven until the cheese is melted on top,t7PXWabFg0w
32,13,115,combine flour salt corn flour and an egg,M6gouTbPn70
52,38,115,add in the half and half milk and whisk to mix everything well,M6gouTbPn70
71,56,115,blend sweet corns jalapeno peppers and spring onions in a food processor,M6gouTbPn70
86,74,115,add the paste back to the batter and whisk to combine,M6gouTbPn70
121,114,115,put the batter in a tall cup,M6gouTbPn70
139,135,115,dip the dogs in flour and insert the skewer in it,M6gouTbPn70
150,140,115,coat the dog with the batter in the cup and fry it in the oil,M6gouTbPn70
229,203,115,grate some lime zest to mayonnaise and add in some finely chopped coriander,M6gouTbPn70
36,30,112,mix fine chopped onion and celery,P1OuArzyUl8
44,37,112,add in tuna meat and boiled pasta,P1OuArzyUl8
47,45,112,add a cup of frozen green bean,P1OuArzyUl8
54,48,112,add greek yogurt and mayo,P1OuArzyUl8
73,64,112,season with red wine vinegar salt and pepper,P1OuArzyUl8
105,74,112,mix everything up and serve,P1OuArzyUl8
66,46,229,add chickpeas and garlic to a food processor,pQfW229-ozg
75,70,229,blend the ingredients in the food processor,pQfW229-ozg
93,79,229,add the mixture to a bowl,pQfW229-ozg
118,93,229,add onions parsley and cayenne pepper to the bowl,pQfW229-ozg
164,124,229,add quinoa an egg salt and pepper to the bowl and mix,pQfW229-ozg
206,183,229,form the mixture into patties and place on pan,pQfW229-ozg
217,210,229,bake the falafel in an oven,pQfW229-ozg
235,217,229,flip the falafels and bake in the oven,pQfW229-ozg
67,41,201,beat the eggs along with milk in a bowl and add bread crumbs in another,MxIBrXGWFw0
96,68,201,dip the chicken in the egg milk mixture and coat it in the bread crumbs mixture,MxIBrXGWFw0
147,101,201,put the chicken pieces on a pan and cook it,MxIBrXGWFw0
167,148,201,spread the pasta sauce on the bottom of the pyrex dish,MxIBrXGWFw0
220,168,201,place the cooked chicken on the sauce and add some more pasta sauce on top of it,MxIBrXGWFw0
228,221,201,put the smoked provolone cheese on top of the chicken pieces,MxIBrXGWFw0
264,250,201,bake the dish,MxIBrXGWFw0
87,80,113,spread a thin layer of mustard on one slice of bread,5riUSC1fRMI
160,156,113,add oregano to a bowl of cheese,5riUSC1fRMI
171,167,113,add freshly ground pepper to the bowl of cheese,5riUSC1fRMI
192,180,113,add the bowl mixture to a slice of bread,5riUSC1fRMI
225,192,113,add butter to the slice,5riUSC1fRMI
260,240,113,heat up a pan and add the sandwich butter side down,5riUSC1fRMI
280,270,113,flip the sandwich in the pan,5riUSC1fRMI
300,294,113,cut the sandwich in half,5riUSC1fRMI
90,80,119,chop some mushroom into slices,Lky6MPtNJto
105,92,119,heat some butter in a pan and add the mushroom and cook until brown,Lky6MPtNJto
123,117,119,add some roasted spice and saute,Lky6MPtNJto
142,124,119,add some flour and mix,Lky6MPtNJto
160,144,119,add some beef broth and whisk,Lky6MPtNJto
172,168,119,add some salt and ground black pepper,Lky6MPtNJto
190,180,119,add heavy cream and keep whisking,Lky6MPtNJto
220,195,119,put the prepared meat loaf into the sauce and coat it well,Lky6MPtNJto
235,220,119,bake in an oven,Lky6MPtNJto
75,46,325,put the green pepper onion carrot garlic cabbage tomato pepper salt and water into a pressure cooker,zia8N3EN69s
90,75,325,cover with a lid and cook,zia8N3EN69s
100,95,325,strain the vegetables,zia8N3EN69s
162,153,325,mix water and corn flour,zia8N3EN69s
174,162,325,fry garlic and ginger in a pan,zia8N3EN69s
184,174,325,add onion to the pan,zia8N3EN69s
234,186,325,add beans carrots spring onion soy sauce chili sauce sugar and vegetable stock,zia8N3EN69s
257,234,325,add bell pepper cabbage and salt and mix,zia8N3EN69s
270,258,325,mix in corn flour mixture and stir,zia8N3EN69s
288,270,325,boil the soup,zia8N3EN69s
299,288,325,add vinegar and pepper to the soup,zia8N3EN69s
305,300,325,garnish with spring onion,zia8N3EN69s
26,15,405,heat oil in a pan,-h8c5sLelZ4
36,27,405,add a bay leaf cinnamon stick and cumin seeds,-h8c5sLelZ4
63,58,405,add chopped ginger and garlic,-h8c5sLelZ4
77,71,405,add chopped white onion,-h8c5sLelZ4
89,83,405,add lamb to pan and stir,-h8c5sLelZ4
149,97,405,add chili powder coriander and tumeric and mix,-h8c5sLelZ4
161,156,405,add salt and green chili,-h8c5sLelZ4
200,168,405,add chopped tomatoes and cover the pot,-h8c5sLelZ4
84,73,207,preheat the oil in a large pan on medium high heat,KbigOSh4b7I
108,93,207,mix flour corn starch salt and baking powder,KbigOSh4b7I
129,111,207,mix the egg and beer,KbigOSh4b7I
145,132,207,transfer the liquid to the powder mixture and whisk to combine,KbigOSh4b7I
158,147,207,dry the fish fillet with paper towel,KbigOSh4b7I
252,196,207,coat the fish fillet in the mixture and fry it in the oil,KbigOSh4b7I
51,42,208,cut the potatoes in quarters,6uRC10OGY8c
80,63,208,put the potatoes in a pan with water and let it boil,6uRC10OGY8c
134,108,208,place the sausages on a hot pan and let them cook,6uRC10OGY8c
202,136,208,peel onion and cut it into thin slices,6uRC10OGY8c
245,240,208,add the onion to the pand],6uRC10OGY8c
286,282,208,pour the gravy into the pan,6uRC10OGY8c
377,334,208,drain the water and mash the potatoes,6uRC10OGY8c
433,396,208,add only the egg yolk and butter,6uRC10OGY8c
460,441,208,add salt and pepper and mix,6uRC10OGY8c
488,466,208,place sausages and curry on the potatoes,6uRC10OGY8c
42,33,210,grate potatos and put in bowl,xiiu9ua4MPE
69,53,210,grate onion and add to potatos,xiiu9ua4MPE
90,76,210,squeeze moisture out of potatos and onion,xiiu9ua4MPE
118,94,210,crack 3 eggs into bowl and pour over potatos,xiiu9ua4MPE
128,122,210,add salt and pepper,xiiu9ua4MPE
163,130,210,add 1/3 cup of flour and mix,xiiu9ua4MPE
210,180,210,form mix into cake and drop into hot oil,xiiu9ua4MPE
230,211,210,cook on each side for 2 or 3 minutes,xiiu9ua4MPE
240,235,210,remove and drain on paper towel,xiiu9ua4MPE
266,250,210,place on plate with sour cream and chives,xiiu9ua4MPE
132,85,321,add soy sauce cornstarch wine vinegar sugar garlic ginger and chicken broth to a bowl and mix together,Dr3rUEc1uVE
173,143,321,mix cornstarch egg pepper wine and soy sauce in a bowl,Dr3rUEc1uVE
196,175,321,coat the chicken pieces in the batter,Dr3rUEc1uVE
228,205,321,fry the chicken in oil,Dr3rUEc1uVE
260,238,321,add oil chilis and scallions to a pan,Dr3rUEc1uVE
277,270,321,add the chicken to the pan,Dr3rUEc1uVE
297,285,321,add the sauce to the pan,Dr3rUEc1uVE
85,48,325,marinate the pork with soy sauce,D95guPY38bc
110,85,325,heat the pan and add sesame seed chopped garlic and pork,D95guPY38bc
130,117,325,stir fry the mixture,D95guPY38bc
156,130,325,add white pepper and chicken broth to the pork in the pan,D95guPY38bc
192,167,325,add sliced mushrooms bamboo and tree fungus,D95guPY38bc
220,216,325,add schezuan chilly sauce,D95guPY38bc
260,234,325,add some tofu and rice wine vinegar to the soup,D95guPY38bc
294,276,325,beat one egg and slowly pour it over the soup,D95guPY38bc
322,309,325,add the mixture water and corn starch to the soup,D95guPY38bc
54,25,203,mix beef onion carrot parsley egg breadcrumbs and feta cheese in a bowl,vpRz4jPFCmo
68,54,203,mix flour salt and pepper in a bowl,vpRz4jPFCmo
85,68,203,coat the meatballs in flour,vpRz4jPFCmo
111,86,203,cook the meatballs in a pan with oil,vpRz4jPFCmo
150,121,203,heat olive oil an onion and garlic in a pot,vpRz4jPFCmo
175,150,203,add tomato paste beef stock and diced tomatos to the pot,vpRz4jPFCmo
209,188,203,add the meatballs to the sauce,vpRz4jPFCmo
